,SMF84LEN,SMF84SEG,SMF84FLG,SMF84RTY,SMF84TME,SMF84DTE,SMF84SID,SMF84SBS,SMF84SGN,MF84FL1,SMF84VER,SMF84STY,SMF84TRN,SMF84PRS,SMF84PRL,SMF84PRN,SMF84GNS,SMF84GNL,SMF84GNN,SMF84J1O,SMF84J1L,SMF84J1N,R84MFVER,R84PRDNM,R84INTST,R84SDATE,R84INTEN,R84EDATE,R84INTER,R84MFCYC,R84SAMPL,R84MFCMD,R84MVSRL,R84JESRL,R84CPUM,R84RSTO,R84CPUNM,R84CPUID,R84MPNAM,R84J3FLG,R84JPRTY,R84JMFMN,R84JMFMX,R84JMFAV,R84MVSMN,R84MVSMX,R84MVSAV,R84CPUSC,R84NPA,R84APA,R84NPNA,R84APNA,R84NNP,R84ANP,R84NNW,R84ANW,R84NSLLR,R84ASLLR,R84NSO,R84ASO,R84J2RUL,R84J2RTR,R84J2RMO,R84J2RML,R84J2RMN,R84J2RRO,R84J2RRL,R84J2RRN,R84MEM_NAME_0,R84MEM_REGION_0,R84MEM_USE_0,R84MEM_LOW_0,R84MEM_HIGH_0,R84MEM_AVERAGE_0,R84MEM_NAME_1,R84MEM_REGION_1,R84MEM_USE_1,R84MEM_LOW_1,R84MEM_HIGH_1,R84MEM_AVERAGE_1,R84MEM_NAME_2,R84MEM_REGION_2,R84MEM_USE_2,R84MEM_LOW_2,R84MEM_HIGH_2,R84MEM_AVERAGE_2,R84MEM_NAME_3,R84MEM_REGION_3,R84MEM_USE_3,R84MEM_LOW_3,R84MEM_HIGH_3,R84MEM_AVERAGE_3,R84MEM_NAME_4,R84MEM_REGION_4,R84MEM_USE_4,R84MEM_LOW_4,R84MEM_HIGH_4,R84MEM_AVERAGE_4,R84RSU_NAME_0,R84RSU_LIMIT_0,R84RSU_INUSE_0,R84RSU_LOW_0,R84RSU_HIGH_0,R84RSU_WARN_0,R84RSU_FLG1_0,R84RSU_OVER_0,R84RSU_AVERAGE_0,R84RSU_NAME_1,R84RSU_LIMIT_1,R84RSU_INUSE_1,R84RSU_LOW_1,R84RSU_HIGH_1,R84RSU_WARN_1,R84RSU_FLG1_1,R84RSU_OVER_1,R84RSU_AVERAGE_1,R84RSU_NAME_2,R84RSU_LIMIT_2,R84RSU_INUSE_2,R84RSU_LOW_2,R84RSU_HIGH_2,R84RSU_WARN_2,R84RSU_FLG1_2,R84RSU_OVER_2,R84RSU_AVERAGE_2,R84RSU_NAME_3,R84RSU_LIMIT_3,R84RSU_INUSE_3,R84RSU_LOW_3,R84RSU_HIGH_3,R84RSU_WARN_3,R84RSU_FLG1_3,R84RSU_OVER_3,R84RSU_AVERAGE_3,R84RSU_NAME_4,R84RSU_LIMIT_4,R84RSU_INUSE_4,R84RSU_LOW_4,R84RSU_HIGH_4,R84RSU_WARN_4,R84RSU_FLG1_4,R84RSU_OVER_4,R84RSU_AVERAGE_4,R84RSU_NAME_5,R84RSU_LIMIT_5,R84RSU_INUSE_5,R84RSU_LOW_5,R84RSU_HIGH_5,R84RSU_WARN_5,R84RSU_FLG1_5,R84RSU_OVER_5,R84RSU_AVERAGE_5,R84RSU_NAME_6,R84RSU_LIMIT_6,R84RSU_INUSE_6,R84RSU_LOW_6,R84RSU_HIGH_6,R84RSU_WARN_6,R84RSU_FLG1_6,R84RSU_OVER_6,R84RSU_AVERAGE_6,R84RSU_NAME_7,R84RSU_LIMIT_7,R84RSU_INUSE_7,R84RSU_LOW_7,R84RSU_HIGH_7,R84RSU_WARN_7,R84RSU_FLG1_7,R84RSU_OVER_7,R84RSU_AVERAGE_7,R84RSU_NAME_8,R84RSU_LIMIT_8,R84RSU_INUSE_8,R84RSU_LOW_8,R84RSU_HIGH_8,R84RSU_WARN_8,R84RSU_FLG1_8,R84RSU_OVER_8,R84RSU_AVERAGE_8,R84RSU_NAME_9,R84RSU_LIMIT_9,R84RSU_INUSE_9,R84RSU_LOW_9,R84RSU_HIGH_9,R84RSU_WARN_9,R84RSU_FLG1_9,R84RSU_OVER_9,R84RSU_AVERAGE_9,R84RSU_NAME_10,R84RSU_LIMIT_10,R84RSU_INUSE_10,R84RSU_LOW_10,R84RSU_HIGH_10,R84RSU_WARN_10,R84RSU_FLG1_10,R84RSU_OVER_10,R84RSU_AVERAGE_10,R84RSU_NAME_11,R84RSU_LIMIT_11,R84RSU_INUSE_11,R84RSU_LOW_11,R84RSU_HIGH_11,R84RSU_WARN_11,R84RSU_FLG1_11,R84RSU_OVER_11,R84RSU_AVERAGE_11,R84RSU_NAME_12,R84RSU_LIMIT_12,R84RSU_INUSE_12,R84RSU_LOW_12,R84RSU_HIGH_12,R84RSU_WARN_12,R84RSU_FLG1_12,R84RSU_OVER_12,R84RSU_AVERAGE_12,R84RSU_NAME_13,R84RSU_LIMIT_13,R84RSU_INUSE_13,R84RSU_LOW_13,R84RSU_HIGH_13,R84RSU_WARN_13,R84RSU_FLG1_13,R84RSU_OVER_13,R84RSU_AVERAGE_13,R84RSU_NAME_14,R84RSU_LIMIT_14,R84RSU_INUSE_14,R84RSU_LOW_14,R84RSU_HIGH_14,R84RSU_WARN_14,R84RSU_FLG1_14,R84RSU_OVER_14,R84RSU_AVERAGE_14,R84RSU_NAME_15,R84RSU_LIMIT_15,R84RSU_INUSE_15,R84RSU_LOW_15,R84RSU_HIGH_15,R84RSU_WARN_15,R84RSU_FLG1_15,R84RSU_OVER_15,R84RSU_AVERAGE_15,R84RSU_NAME_16,R84RSU_LIMIT_16,R84RSU_INUSE_16,R84RSU_LOW_16,R84RSU_HIGH_16,R84RSU_WARN_16,R84RSU_FLG1_16,R84RSU_OVER_16,R84RSU_AVERAGE_16,R84RSU_NAME_17,R84RSU_LIMIT_17,R84RSU_INUSE_17,R84RSU_LOW_17,R84RSU_HIGH_17,R84RSU_WARN_17,R84RSU_FLG1_17,R84RSU_OVER_17,R84RSU_AVERAGE_17
,1344,0,5E,84,22:15:55.52,2018/03/14,SY1,2,1,80,3,21,3,52,192,1,244,52,1,296,1048,1,1984,SC1BH,02:14:39.50,2018/03/14,02:14:39.50,2018/03/14,1436,00:00:00.05,1200,,SP7.2.4,z/OS 2.4,4381,2096640,,,N1M1,60,254,2,18,109,0,31,49,1200,34,0,0,0,1166,0,0,0,0,0,0,0,1048,2,48,56,5,328,40,18,<16M USER,5218304,1175552,1175552,1175552,1175552,<16M SYSTEM,5218304,413696,413696,413696,413696,>16M USER,1890582528,878612480,878612480,878612480,878612480,>16M SYSTEM,1890582528,14213120,14213120,14213120,14213120,>2G PRIVATE,17592186040320,898629632,898629632,898629632,898629632,BERT,15150,177,177,179,80,00,0,177,BSCB,38,0,0,0,80,00,0,0,BUFX,236,0,0,2,80,00,0,1,CKVR,2,0,0,1,80,00,0,0,CMBS,204,0,0,0,80,00,0,0,CMDS,200,0,0,0,80,00,0,0,ICES,100,0,0,0,80,00,0,0,JNUM,15000,716,656,716,80,00,0,686,JOES,15000,2057,1877,2057,80,00,0,1968,JQES,15000,716,656,716,80,00,0,686,LBUF,134,0,0,0,80,00,0,0,NHBS,66,0,0,0,80,00,0,0,SMFB,51,0,0,0,80,00,0,0,TBUF,104,0,0,0,0,00,0,0,TGS,15523,2873,2626,2873,80,00,0,2751,TTAB,3,0,0,0,80,00,0,0,VTMB,18,0,0,0,80,00,0,0,ZJC,1000,0,0,0,80,00,0,0
,1344,0,5E,84,22:16:55.54,2018/03/14,SY1,2,1,80,3,21,3,52,192,1,244,52,1,296,1048,1,1984,SC1BH,02:15:39.70,2018/03/14,02:15:39.70,2018/03/14,1436,00:00:00.05,1200,,SP7.2.4,z/OS 2.4,4381,2096640,,,N1M1,60,254,1,17,99,0,14,42,1200,41,0,0,0,1159,0,0,0,0,0,0,0,1048,2,48,56,5,328,40,18,<16M USER,5218304,1175552,1175552,1175552,1175552,<16M SYSTEM,5218304,413696,413696,413696,413696,>16M USER,1890582528,878612480,878612480,878612480,878612480,>16M SYSTEM,1890582528,14213120,14213120,14340096,14217489,>2G PRIVATE,17592186040320,898629632,898629632,898629632,898629632,BERT,15150,177,177,179,80,00,0,177,BSCB,38,0,0,0,80,00,0,0,BUFX,236,0,0,4,80,00,0,1,CKVR,2,0,0,1,80,00,0,0,CMBS,204,0,0,0,80,00,0,0,CMDS,200,0,0,0,80,00,0,0,ICES,100,0,0,0,80,00,0,0,JNUM,15000,777,717,777,80,00,0,747,JOES,15000,2238,2060,2238,80,00,0,2149,JQES,15000,777,717,777,80,00,0,747,LBUF,134,0,0,0,80,00,0,0,NHBS,66,0,0,0,80,00,0,0,SMFB,51,0,0,0,80,00,0,0,TBUF,104,0,0,0,0,00,0,0,TGS,15523,3120,2877,3120,80,00,0,2998,TTAB,3,0,0,0,80,00,0,0,VTMB,18,0,0,0,80,00,0,0,ZJC,1000,0,0,0,80,00,0,0
,1344,0,5E,84,22:17:55.54,2018/03/14,SY1,2,1,80,3,21,3,52,192,1,244,52,1,296,1048,1,1984,SC1BH,02:16:39.90,2018/03/14,02:16:39.90,2018/03/14,1436,00:00:00.05,1200,,SP7.2.4,z/OS 2.4,4381,2096640,,,N1M1,60,254,2,25,127,0,77,61,1200,44,0,0,0,1156,0,0,0,0,0,0,0,1048,2,48,56,5,328,40,18,<16M USER,5218304,1175552,1175552,1175552,1175552,<16M SYSTEM,5218304,413696,413696,413696,413696,>16M USER,1890582528,878612480,878612480,878612480,878612480,>16M SYSTEM,1890582528,14213120,14213120,14348288,14215714,>2G PRIVATE,17592186040320,898629632,898629632,898629632,898629632,BERT,15150,177,177,178,80,00,0,177,BSCB,38,0,0,0,80,00,0,0,BUFX,236,0,0,3,80,00,0,1,CKVR,2,0,0,1,80,00,0,0,CMBS,204,0,0,0,80,00,0,0,CMDS,200,0,0,0,80,00,0,0,ICES,100,0,0,0,80,00,0,0,JNUM,15000,837,777,837,80,00,0,807,JOES,15000,2418,2240,2418,80,00,0,2330,JQES,15000,837,777,837,80,00,0,807,LBUF,134,0,0,0,80,00,0,0,NHBS,66,0,0,0,80,00,0,0,SMFB,51,0,0,0,80,00,0,0,TBUF,104,0,0,0,0,00,0,0,TGS,15523,3368,3123,3368,80,00,0,3246,TTAB,3,0,0,0,80,00,0,0,VTMB,18,0,0,0,80,00,0,0,ZJC,1000,0,0,0,80,00,0,0
,1344,0,5E,84,22:18:55.53,2018/03/14,SY1,2,1,80,3,21,3,52,192,1,244,52,1,296,1048,1,1984,SC1BH,02:17:40.00,2018/03/14,02:17:40.00,2018/03/14,1436,00:00:00.05,1200,,SP7.2.4,z/OS 2.4,4381,2096640,,,N1M1,60,254,1,23,107,0,120,50,1200,45,0,0,0,1155,0,0,0,0,0,0,0,1048,2,48,56,5,328,40,18,<16M USER,5218304,1175552,1175552,1175552,1175552,<16M SYSTEM,5218304,413696,413696,425984,413901,>16M USER,1890582528,878612480,878612480,878645248,878613026,>16M SYSTEM,1890582528,14213120,14213120,14213120,14213120,>2G PRIVATE,17592186040320,898629632,898629632,898629632,898629632,BERT,15150,177,177,179,80,00,0,177,BSCB,38,0,0,0,80,00,0,0,BUFX,236,0,0,2,80,00,0,1,CKVR,2,0,0,1,80,00,0,0,CMBS,204,0,0,2,80,00,0,0,CMDS,200,0,0,0,80,00,0,0,ICES,100,0,0,0,80,00,0,0,JNUM,15000,898,838,898,80,00,0,868,JOES,15000,2601,2421,2601,80,00,0,2510,JQES,15000,898,838,898,80,00,0,868,LBUF,134,0,0,0,80,00,0,0,NHBS,66,0,0,0,80,00,0,0,SMFB,51,0,0,0,80,00,0,0,TBUF,104,0,0,0,0,00,0,0,TGS,15523,3618,3372,3618,80,00,0,3493,TTAB,3,0,0,0,80,00,0,0,VTMB,18,0,0,0,80,00,0,0,ZJC,1000,0,0,0,80,00,0,0
,1344,0,5E,84,22:19:55.53,2018/03/14,SY1,2,1,80,3,21,3,52,192,1,244,52,1,296,1048,1,1984,SC1BH,02:18:40.10,2018/03/14,02:18:40.10,2018/03/14,1436,00:00:00.05,1200,,SP7.2.4,z/OS 2.4,4381,2096640,,,N1M1,60,254,2,16,100,0,16,42,1200,43,0,0,0,1157,0,0,0,0,0,0,0,1048,2,48,56,5,328,40,18,<16M USER,5218304,1175552,1175552,1175552,1175552,<16M SYSTEM,5218304,413696,413696,413696,413696,>16M USER,1890582528,878612480,878612480,878612480,878612480,>16M SYSTEM,1890582528,14213120,14213120,14213120,14213120,>2G PRIVATE,17592186040320,898629632,898629632,898629632,898629632,BERT,15150,177,177,177,80,00,0,177,BSCB,38,0,0,0,80,00,0,0,BUFX,236,0,0,2,80,00,0,1,CKVR,2,0,0,1,80,00,0,0,CMBS,204,0,0,0,80,00,0,0,CMDS,200,0,0,0,80,00,0,0,ICES,100,0,0,0,80,00,0,0,JNUM,15000,958,899,958,80,00,0,928,JOES,15000,2781,2604,2781,80,00,0,2692,JQES,15000,958,899,958,80,00,0,928,LBUF,134,0,0,0,80,00,0,0,NHBS,66,0,0,0,80,00,0,0,SMFB,51,0,0,0,80,00,0,0,TBUF,104,0,0,0,0,00,0,0,TGS,15523,3864,3623,3864,80,00,0,3743,TTAB,3,0,0,0,80,00,0,0,VTMB,18,0,0,0,80,00,0,0,ZJC,1000,0,0,0,80,00,0,0
,1344,0,5E,84,22:20:55.54,2018/03/14,SY1,2,1,80,3,21,3,52,192,1,244,52,1,296,1048,1,1984,SC1BH,02:19:40.30,2018/03/14,02:19:40.30,2018/03/14,1420,00:00:00.05,1180,,SP7.2.4,z/OS 2.4,4381,2096640,,,N1M1,60,254,2,30,103,0,73,46,1180,44,0,0,0,1136,0,0,0,0,0,0,0,1048,2,48,56,5,328,40,18,<16M USER,5218304,1175552,1175552,1175552,1175552,<16M SYSTEM,5218304,413696,413696,413696,413696,>16M USER,1890582528,878612480,878612480,878612480,878612480,>16M SYSTEM,1890582528,14213120,14213120,14213120,14213120,>2G PRIVATE,17592186040320,898629632,898629632,898629632,898629632,BERT,15150,177,177,177,80,00,0,177,BSCB,38,0,0,0,80,00,0,0,BUFX,236,0,0,2,80,00,0,1,CKVR,2,0,0,1,80,00,0,0,CMBS,204,0,0,0,80,00,0,0,CMDS,200,0,0,0,80,00,0,0,ICES,100,0,0,0,80,00,0,0,JNUM,15000,1017,959,1017,80,00,0,988,JOES,15000,2958,2784,2958,80,00,0,2871,JQES,15000,1017,959,1017,80,00,0,988,LBUF,134,0,0,0,80,00,0,0,NHBS,66,0,0,0,80,00,0,0,SMFB,51,0,0,0,80,00,0,0,TBUF,104,0,0,0,0,00,0,0,TGS,15523,4106,3868,4106,80,00,0,3987,TTAB,3,0,0,0,80,00,0,0,VTMB,18,0,0,0,80,00,0,0,ZJC,1000,0,0,0,80,00,0,0
,1344,0,5E,84,22:21:55.53,2018/03/14,SY1,2,1,80,3,21,3,52,192,1,244,52,1,296,1048,1,1984,SC1BH,02:20:39.40,2018/03/14,02:20:39.40,2018/03/14,1436,00:00:00.05,1200,,SP7.2.4,z/OS 2.4,4381,2096640,,,N1M1,60,254,1,24,119,0,90,55,1200,45,0,0,0,1155,0,0,0,0,0,0,0,1048,2,48,56,5,328,40,18,<16M USER,5218304,1175552,1175552,1175552,1175552,<16M SYSTEM,5218304,413696,413696,413696,413696,>16M USER,1890582528,878612480,878612480,878616576,878612548,>16M SYSTEM,1890582528,14213120,14213120,14213120,14213120,>2G PRIVATE,17592186040320,898629632,898629632,898629632,898629632,BERT,15150,177,177,177,80,00,0,177,BSCB,38,0,0,0,80,00,0,0,BUFX,236,2,0,2,80,00,0,1,CKVR,2,0,0,1,80,00,0,0,CMBS,204,0,0,0,80,00,0,0,CMDS,200,0,0,0,80,00,0,0,ICES,100,0,0,0,80,00,0,0,JNUM,15000,1077,1018,1077,80,00,0,1047,JOES,15000,3138,2961,3138,80,00,0,3050,JQES,15000,1077,1018,1077,80,00,0,1047,LBUF,134,0,0,0,80,00,0,0,NHBS,66,0,0,0,80,00,0,0,SMFB,51,0,0,0,80,00,0,0,TBUF,104,0,0,0,0,00,0,0,TGS,15523,4353,4110,4353,80,00,0,4231,TTAB,3,0,0,0,80,00,0,0,VTMB,18,0,0,0,80,00,0,0,ZJC,1000,0,0,0,80,00,0,0
,1344,0,5E,84,22:22:55.54,2018/03/14,SY1,2,1,80,3,21,3,52,192,1,244,52,1,296,1048,1,1984,SC1BH,02:21:39.50,2018/03/14,02:21:39.50,2018/03/14,1436,00:00:00.05,1200,,SP7.2.4,z/OS 2.4,4381,2096640,,,N1M1,60,254,2,23,117,0,18,52,1200,51,0,0,0,1149,0,0,0,0,0,0,0,1048,2,48,56,5,328,40,18,<16M USER,5218304,1175552,1175552,1175552,1175552,<16M SYSTEM,5218304,413696,413696,413696,413696,>16M USER,1890582528,878612480,878612480,878612480,878612480,>16M SYSTEM,1890582528,14213120,14213120,14213120,14213120,>2G PRIVATE,17592186040320,898629632,898629632,898629632,898629632,BERT,15150,177,177,177,80,00,0,177,BSCB,38,0,0,0,80,00,0,0,BUFX,236,2,0,2,80,00,0,1,CKVR,2,0,0,1,80,00,0,0,CMBS,204,0,0,0,80,00,0,0,CMDS,200,0,0,0,80,00,0,0,ICES,100,0,0,0,80,00,0,0,JNUM,15000,1137,1078,1137,80,00,0,1107,JOES,15000,3319,3141,3319,80,00,0,3230,JQES,15000,1137,1078,1137,80,00,0,1107,LBUF,134,0,0,0,80,00,0,0,NHBS,66,0,0,0,80,00,0,0,SMFB,51,0,0,0,80,00,0,0,TBUF,104,0,0,0,0,00,0,0,TGS,15523,4598,4357,4598,80,00,0,4478,TTAB,3,0,0,0,80,00,0,0,VTMB,18,0,0,0,80,00,0,0,ZJC,1000,0,0,0,80,00,0,0
,1344,0,5E,84,22:23:55.54,2018/03/14,SY1,2,1,80,3,21,3,52,192,1,244,52,1,296,1048,1,1984,SC1BH,02:22:39.70,2018/03/14,02:22:39.70,2018/03/14,1436,00:00:00.05,1200,,SP7.2.4,z/OS 2.4,4381,2096640,,,N1M1,60,254,2,25,117,0,28,52,1200,38,0,0,0,1162,0,0,0,0,0,0,0,1048,2,48,56,5,328,40,18,<16M USER,5218304,1175552,1175552,1175552,1175552,<16M SYSTEM,5218304,413696,413696,413696,413696,>16M USER,1890582528,878612480,878612480,878612480,878612480,>16M SYSTEM,1890582528,14213120,14213120,14213120,14213120,>2G PRIVATE,17592186040320,898629632,898629632,898629632,898629632,BERT,15150,177,177,177,80,00,0,177,BSCB,38,0,0,0,80,00,0,0,BUFX,236,2,0,2,80,00,0,1,CKVR,2,0,0,1,80,00,0,0,CMBS,204,0,0,0,80,00,0,0,CMDS,200,0,0,0,80,00,0,0,ICES,100,0,0,0,80,00,0,0,JNUM,15000,1197,1138,1197,80,00,0,1167,JOES,15000,3499,3322,3499,80,00,0,3410,JQES,15000,1197,1138,1197,80,00,0,1167,LBUF,134,0,0,0,80,00,0,0,NHBS,66,0,0,0,80,00,0,0,SMFB,51,0,0,0,80,00,0,0,TBUF,104,0,0,0,0,00,0,0,TGS,15523,4845,4602,4845,80,00,0,4724,TTAB,3,0,0,0,80,00,0,0,VTMB,18,0,0,0,80,00,0,0,ZJC,1000,0,0,0,80,00,0,0
,1344,0,5E,84,22:24:55.54,2018/03/14,SY1,2,1,80,3,21,3,52,192,1,244,52,1,296,1048,1,1984,SC1BH,02:23:39.80,2018/03/14,02:23:39.80,2018/03/14,1436,00:00:00.05,1200,,SP7.2.4,z/OS 2.4,4381,2096640,,,N1M1,60,254,1,19,118,0,113,54,1200,44,0,0,0,1156,0,0,0,0,0,0,0,1048,2,48,56,5,328,40,18,<16M USER,5218304,1175552,1175552,1175552,1175552,<16M SYSTEM,5218304,413696,413696,413696,413696,>16M USER,1890582528,878612480,878612480,878612480,878612480,>16M SYSTEM,1890582528,14213120,14213120,14336000,14215441,>2G PRIVATE,17592186040320,898629632,898629632,898629632,898629632,BERT,15150,177,177,179,80,00,0,177,BSCB,38,0,0,0,80,00,0,0,BUFX,236,0,0,6,80,00,0,1,CKVR,2,0,0,1,80,00,0,0,CMBS,204,0,0,0,80,00,0,0,CMDS,200,0,0,0,80,00,0,0,ICES,100,0,0,0,80,00,0,0,JNUM,15000,1258,1198,1258,80,00,0,1228,JOES,15000,3680,3502,3680,80,00,0,3591,JQES,15000,1258,1198,1258,80,00,0,1228,LBUF,134,0,0,0,80,00,0,0,NHBS,66,0,0,0,80,00,0,0,SMFB,51,0,0,0,80,00,0,0,TBUF,104,0,0,0,0,00,0,0,TGS,15523,5093,4849,5093,80,00,0,4969,TTAB,3,0,0,0,80,00,0,0,VTMB,18,0,0,0,80,00,0,0,ZJC,1000,0,0,0,80,00,0,0
,1344,0,5E,84,22:25:55.53,2018/03/14,SY1,2,1,80,3,21,3,52,192,1,244,52,1,296,1048,1,1984,SC1BH,02:24:39.90,2018/03/14,02:24:39.90,2018/03/14,1436,00:00:00.05,1200,,SP7.2.4,z/OS 2.4,4381,2096640,,,N1M1,60,254,1,30,116,0,137,55,1200,43,0,0,0,1157,0,0,0,0,0,0,0,1048,2,48,56,5,328,40,18,<16M USER,5218304,1175552,1175552,1175552,1175552,<16M SYSTEM,5218304,413696,413696,413696,413696,>16M USER,1890582528,878612480,878612480,878612480,878612480,>16M SYSTEM,1890582528,14213120,14213120,14213120,14213120,>2G PRIVATE,17592186040320,898629632,898629632,898629632,898629632,BERT,15150,177,177,179,80,00,0,177,BSCB,38,0,0,0,80,00,0,0,BUFX,236,0,0,3,80,00,0,1,CKVR,2,0,0,0,80,00,0,0,CMBS,204,0,0,0,80,00,0,0,CMDS,200,0,0,0,80,00,0,0,ICES,100,0,0,0,80,00,0,0,JNUM,15000,1318,1259,1318,80,00,0,1288,JOES,15000,3861,3683,3861,80,00,0,3771,JQES,15000,1318,1259,1318,80,00,0,1288,LBUF,134,0,0,0,80,00,0,0,NHBS,66,0,0,0,80,00,0,0,SMFB,51,0,0,0,80,00,0,0,TBUF,104,0,0,0,0,00,0,0,TGS,15523,5339,5095,5339,80,00,0,5216,TTAB,3,0,0,0,80,00,0,0,VTMB,18,0,0,0,80,00,0,0,ZJC,1000,0,0,0,80,00,0,0
,1344,0,5E,84,22:26:55.54,2018/03/14,SY1,2,1,80,3,21,3,52,192,1,244,52,1,296,1048,1,1984,SC1BH,02:25:40.00,2018/03/14,02:25:40.00,2018/03/14,1420,00:00:00.05,1180,,SP7.2.4,z/OS 2.4,4381,2096640,,,N1M1,60,254,1,32,123,0,170,65,1180,47,0,0,0,1133,0,0,0,0,0,0,0,1048,2,48,56,5,328,40,18,<16M USER,5218304,1175552,1175552,1175552,1175552,<16M SYSTEM,5218304,413696,413696,413696,413696,>16M USER,1890582528,878612480,878612480,878616576,878612549,>16M SYSTEM,1890582528,14213120,14213120,14213120,14213120,>2G PRIVATE,17592186040320,898629632,898629632,898629632,898629632,BERT,15150,177,177,177,80,00,0,177,BSCB,38,0,0,0,80,00,0,0,BUFX,236,0,0,2,80,00,0,1,CKVR,2,0,0,1,80,00,0,0,CMBS,204,0,0,0,80,00,0,0,CMDS,200,0,0,0,80,00,0,0,ICES,100,0,0,0,80,00,0,0,JNUM,15000,1377,1318,1377,80,00,0,1348,JOES,15000,4038,3862,4038,80,00,0,3951,JQES,15000,1377,1318,1377,80,00,0,1348,LBUF,134,0,0,0,80,00,0,0,NHBS,66,0,0,0,80,00,0,0,SMFB,51,0,0,0,80,00,0,0,TBUF,104,0,0,0,0,00,0,0,TGS,15523,5582,5340,5582,80,00,0,5462,TTAB,3,0,0,0,80,00,0,0,VTMB,18,0,0,0,80,00,0,0,ZJC,1000,0,0,0,80,00,0,0
,1344,0,5E,84,22:27:55.53,2018/03/14,SY1,2,1,80,3,21,3,52,192,1,244,52,1,296,1048,1,1984,SC1BH,02:26:39.50,2018/03/14,02:26:39.50,2018/03/14,1436,00:00:00.05,1200,,SP7.2.4,z/OS 2.4,4381,2096640,,,N1M1,60,254,2,22,130,0,131,63,1200,59,0,0,0,1141,0,0,0,0,0,0,0,1048,2,48,56,5,328,40,18,<16M USER,5218304,1175552,1175552,1175552,1175552,<16M SYSTEM,5218304,413696,413696,413696,413696,>16M USER,1890582528,878612480,878612480,878645248,878613094,>16M SYSTEM,1890582528,14213120,14213120,14221312,14213257,>2G PRIVATE,17592186040320,898629632,898629632,898629632,898629632,BERT,15150,177,177,178,80,00,0,177,BSCB,38,0,0,0,80,00,0,0,BUFX,236,2,0,4,80,00,0,1,CKVR,2,0,0,1,80,00,0,0,CMBS,204,0,0,0,80,00,0,0,CMDS,200,0,0,0,80,00,0,0,ICES,100,0,0,0,80,00,0,0,JNUM,15000,1438,1378,1438,80,00,0,1408,JOES,15000,4220,4041,4220,80,00,0,4130,JQES,15000,1438,1378,1438,80,00,0,1408,LBUF,134,0,0,0,80,00,0,0,NHBS,66,0,0,0,80,00,0,0,SMFB,51,0,0,0,80,00,0,0,TBUF,104,0,0,0,0,00,0,0,TGS,15523,5830,5586,5830,80,00,0,5707,TTAB,3,0,0,0,80,00,0,0,VTMB,18,0,0,0,80,00,0,0,ZJC,1000,0,0,0,80,00,0,0
,1344,0,5E,84,22:28:55.54,2018/03/14,SY1,2,1,80,3,21,3,52,192,1,244,52,1,296,1048,1,1984,SC1BH,02:27:40.20,2018/03/14,02:27:40.20,2018/03/14,1420,00:00:00.05,1180,,SP7.2.4,z/OS 2.4,4381,2096640,,,N1M1,60,254,2,17,119,0,24,52,1180,49,0,0,0,1130,0,0,0,1,0,0,0,1048,2,48,56,5,328,40,18,<16M USER,5218304,1175552,1175552,1175552,1175552,<16M SYSTEM,5218304,413696,413696,413696,413696,>16M USER,1890582528,878612480,878612480,878612480,878612480,>16M SYSTEM,1890582528,14213120,14213120,14213120,14213120,>2G PRIVATE,17592186040320,898629632,898629632,898629632,898629632,BERT,15150,177,177,178,80,00,0,177,BSCB,38,0,0,0,80,00,0,0,BUFX,236,0,0,3,80,00,0,1,CKVR,2,0,0,1,80,00,0,0,CMBS,204,0,0,0,80,00,0,0,CMDS,200,0,0,0,80,00,0,0,ICES,100,0,0,0,80,00,0,0,JNUM,15000,1497,1439,1497,80,00,0,1468,JOES,15000,4398,4224,4398,80,00,0,4311,JQES,15000,1497,1439,1497,80,00,0,1468,LBUF,134,0,0,0,80,00,0,0,NHBS,66,0,0,0,80,00,0,0,SMFB,51,0,0,0,80,00,0,0,TBUF,104,0,0,0,0,00,0,0,TGS,15523,6072,5835,6072,80,00,0,5953,TTAB,3,0,0,0,80,00,0,0,VTMB,18,0,0,0,80,00,0,0,ZJC,1000,0,0,0,80,00,0,0
